seed,protocol,protocol_label,split,rectifier,rectifier_quantile_low,rectifier_quantile_high,rectifier_snap,rectifier_sdfilter,raw_c,rect_c,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
51,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7085714285714286,0.6847619047619049,-0.023809523809523725,0.9466666666666667,0.9466666666666667,0.0,0.7619047619047619,0.7380952380952381,-0.023809523809523725,6,12
51,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7085714285714286,0.8380952380952382,0.1295238095238096,0.9466666666666667,0.9333333333333333,-0.013333333333333308,0.7619047619047619,0.9047619047619048,0.1428571428571429,6,4
51,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7457142857142856,0.7685714285714287,0.02285714285714313,0.96,0.84,-0.12,0.7857142857142857,0.9285714285714286,0.1428571428571429,30,11
52,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6284829721362231,0.6044891640866874,-0.02399380804953566,0.9705882352941176,0.8676470588235294,-0.1029411764705882,0.6578947368421053,0.7368421052631579,0.07894736842105254,8,13
52,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6428571428571428,0.637142857142857,-0.005714285714285783,1.0,0.9466666666666667,-0.053333333333333344,0.6428571428571429,0.6904761904761905,0.04761904761904756,6,12
52,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6428571428571428,0.5952380952380953,-0.04761904761904745,1.0,1.0,0.0,0.6428571428571429,0.5952380952380952,-0.04761904761904767,6,6
52,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7933333333333334,0.8752380952380951,0.0819047619047617,0.96,0.9466666666666667,-0.013333333333333308,0.8333333333333334,0.9285714285714286,0.09523809523809523,30,31
53,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6664086687306501,0.618421052631579,-0.047987616099071095,0.9558823529411765,0.75,-0.20588235294117652,0.7105263157894737,0.868421052631579,0.1578947368421053,8,11
53,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6161904761904764,0.6314285714285715,0.01523809523809505,0.9733333333333334,0.8933333333333333,-0.08000000000000007,0.6428571428571429,0.7380952380952381,0.09523809523809523,9,12
53,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6161904761904764,0.6295238095238096,0.013333333333333197,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6428571428571429,0.6428571428571429,0.0,9,7
53,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6819047619047618,0.7504761904761903,0.0685714285714285,0.92,0.8933333333333333,-0.026666666666666727,0.7619047619047619,0.8571428571428571,0.09523809523809523,31,28
54,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5526315789473686,0.6013931888544892,0.04876160990712064,1.0,0.8382352941176471,-0.16176470588235292,0.5526315789473685,0.7631578947368421,0.21052631578947367,9,10
54,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6638095238095238,0.6133333333333333,-0.05047619047619056,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.6904761904761905,0.6666666666666666,-0.023809523809523836,8,13
54,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6638095238095238,0.7380952380952381,0.07428571428571429,0.9733333333333334,1.0,0.026666666666666616,0.6904761904761905,0.7380952380952381,0.04761904761904767,8,8
54,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7771428571428571,0.9285714285714286,0.15142857142857147,0.92,1.0,0.07999999999999996,0.8571428571428571,0.9285714285714286,0.07142857142857151,31,30
55,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6811145510835912,0.6369969040247678,-0.04411764705882337,0.9705882352941176,0.9264705882352942,-0.044117647058823484,0.7105263157894737,0.7105263157894737,0.0,8,13
55,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7219047619047618,0.7428571428571429,0.020952380952381056,0.96,0.9333333333333333,-0.026666666666666616,0.7619047619047619,0.8095238095238095,0.04761904761904767,7,12
55,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7219047619047618,0.7323809523809524,0.010476190476190528,0.96,0.9466666666666667,-0.013333333333333308,0.7619047619047619,0.7857142857142857,0.023809523809523836,7,8
55,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7085714285714286,0.8352380952380951,0.12666666666666648,0.9466666666666667,0.9066666666666666,-0.040000000000000036,0.7619047619047619,0.9285714285714286,0.16666666666666674,31,23
56,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.631578947368421,0.6834365325077401,0.05185758513931904,1.0,0.8676470588235294,-0.13235294117647056,0.631578947368421,0.8157894736842105,0.1842105263157895,7,11
56,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6428571428571428,0.6390476190476191,-0.003809523809523707,1.0,0.8533333333333334,-0.1466666666666666,0.6428571428571429,0.7857142857142857,0.1428571428571428,8,9
56,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6428571428571428,0.6266666666666665,-0.01619047619047631,1.0,0.96,-0.040000000000000036,0.6428571428571429,0.6666666666666666,0.023809523809523725,8,5
56,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6028571428571428,0.7561904761904761,0.15333333333333332,0.96,0.9466666666666667,-0.013333333333333308,0.6428571428571429,0.8095238095238095,0.16666666666666663,30,22
57,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.736842105263158,0.6277089783281733,-0.10913312693498467,1.0,0.8382352941176471,-0.16176470588235292,0.7368421052631579,0.7894736842105263,0.052631578947368474,10,10
57,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5685714285714285,0.618095238095238,0.049523809523809526,0.9733333333333334,0.88,-0.09333333333333338,0.5952380952380952,0.7380952380952381,0.1428571428571429,8,14
57,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5685714285714285,0.7085714285714286,0.14000000000000012,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.5952380952380952,0.7619047619047619,0.16666666666666663,8,4
57,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5314285714285714,0.7638095238095237,0.23238095238095235,0.96,0.9066666666666666,-0.053333333333333344,0.5714285714285714,0.8571428571428571,0.2857142857142857,32,9
58,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.631578947368421,0.695046439628483,0.06346749226006199,1.0,0.8529411764705882,-0.1470588235294118,0.631578947368421,0.8421052631578947,0.21052631578947367,9,13
58,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6295238095238096,0.6761904761904762,0.046666666666666634,0.9866666666666667,0.8666666666666667,-0.12,0.6428571428571429,0.8095238095238095,0.16666666666666663,9,12
58,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6295238095238096,0.7380952380952381,0.10857142857142854,0.9866666666666667,1.0,0.013333333333333308,0.6428571428571429,0.7380952380952381,0.09523809523809523,9,6
58,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7190476190476192,0.8514285714285714,0.13238095238095227,0.9333333333333333,0.9466666666666667,0.013333333333333308,0.7857142857142857,0.9047619047619048,0.11904761904761907,30,29
59,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7600619195046439,0.7074303405572755,-0.05263157894736836,0.9705882352941176,0.9705882352941176,0.0,0.7894736842105263,0.7368421052631579,-0.052631578947368474,10,11
59,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6295238095238096,0.6257142857142857,-0.003809523809523929,0.9866666666666667,0.84,-0.14666666666666672,0.6428571428571429,0.7857142857142857,0.1428571428571428,10,11
59,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6295238095238096,0.6133333333333333,-0.01619047619047631,0.9866666666666667,0.9466666666666667,-0.040000000000000036,0.6428571428571429,0.6666666666666666,0.023809523809523725,10,7
59,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6161904761904764,0.6580952380952381,0.04190476190476167,0.9733333333333334,0.92,-0.053333333333333344,0.6428571428571429,0.7380952380952381,0.09523809523809523,31,26
60,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.47058823529411775,0.7128482972136223,0.24226006191950455,0.9705882352941176,0.8970588235294118,-0.07352941176470584,0.5,0.8157894736842105,0.3157894736842105,9,11
60,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7352380952380952,0.6628571428571428,-0.07238095238095243,0.9733333333333334,0.8533333333333334,-0.12,0.7619047619047619,0.8095238095238095,0.04761904761904767,10,16
60,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7352380952380952,0.8095238095238095,0.07428571428571429,0.9733333333333334,1.0,0.026666666666666616,0.7619047619047619,0.8095238095238095,0.04761904761904767,10,7
60,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6447619047619049,0.8676190476190477,0.22285714285714286,0.9066666666666666,0.9866666666666667,0.08000000000000007,0.7380952380952381,0.8809523809523809,0.1428571428571428,33,27
61,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5758513931888545,0.5580495356037152,-0.017801857585139302,0.9705882352941176,0.9264705882352942,-0.044117647058823484,0.6052631578947368,0.631578947368421,0.02631578947368418,8,12
61,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5895238095238096,0.5485714285714285,-0.04095238095238107,0.9466666666666667,0.7866666666666666,-0.16000000000000003,0.6428571428571429,0.7619047619047619,0.11904761904761896,6,12
61,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5895238095238096,0.7057142857142857,0.11619047619047618,0.9466666666666667,0.92,-0.026666666666666616,0.6428571428571429,0.7857142857142857,0.1428571428571428,6,7
61,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6133333333333333,0.7980952380952382,0.1847619047619049,0.9466666666666667,0.8933333333333333,-0.053333333333333344,0.6666666666666666,0.9047619047619048,0.23809523809523814,32,10
62,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6137770897832819,0.6486068111455108,0.03482972136222884,0.9558823529411765,0.9117647058823529,-0.044117647058823595,0.6578947368421053,0.7368421052631579,0.07894736842105254,7,12
62,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5285714285714285,0.48857142857142843,-0.040000000000000036,0.9333333333333333,0.8933333333333333,-0.040000000000000036,0.5952380952380952,0.5952380952380952,0.0,8,12
62,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5285714285714285,0.7114285714285715,0.18285714285714305,0.9333333333333333,0.9733333333333334,0.040000000000000036,0.5952380952380952,0.7380952380952381,0.1428571428571429,8,4
62,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5733333333333333,0.7933333333333334,0.2200000000000002,0.9066666666666666,0.96,0.053333333333333344,0.6666666666666666,0.8333333333333334,0.16666666666666674,32,26
63,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5758513931888545,0.5348297213622293,-0.041021671826625195,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.6052631578947368,0.5789473684210527,-0.02631578947368418,7,10
63,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6400000000000001,0.657142857142857,0.017142857142856904,0.9733333333333334,0.8,-0.17333333333333334,0.6666666666666666,0.8571428571428571,0.19047619047619047,7,11
63,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6400000000000001,0.8066666666666666,0.16666666666666652,0.9733333333333334,0.9733333333333334,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666674,7,7
63,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7266666666666666,0.8219047619047619,0.09523809523809534,0.8933333333333333,0.8933333333333333,0.0,0.8333333333333334,0.9285714285714286,0.09523809523809523,33,11
64,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5758513931888545,0.6044891640866874,0.028637770897832926,0.9705882352941176,0.8676470588235294,-0.1029411764705882,0.6052631578947368,0.7368421052631579,0.13157894736842102,11,12
64,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6057142857142859,0.44571428571428573,-0.16000000000000014,0.9866666666666667,0.8266666666666667,-0.16000000000000003,0.6190476190476191,0.6190476190476191,0.0,11,10
64,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6057142857142859,0.6876190476190476,0.0819047619047617,0.9866666666666667,0.9733333333333334,-0.013333333333333308,0.6190476190476191,0.7142857142857143,0.09523809523809523,11,7
64,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6504761904761904,0.7904761904761903,0.1399999999999999,0.96,0.9333333333333333,-0.026666666666666616,0.6904761904761905,0.8571428571428571,0.16666666666666663,31,27
65,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6578947368421053,0.6044891640866874,-0.05340557275541791,1.0,0.8676470588235294,-0.13235294117647056,0.6578947368421053,0.7368421052631579,0.07894736842105254,7,11
65,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7828571428571429,0.7371428571428571,-0.04571428571428582,0.9733333333333334,0.88,-0.09333333333333338,0.8095238095238095,0.8571428571428571,0.04761904761904756,8,10
65,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7828571428571429,0.8066666666666666,0.023809523809523725,0.9733333333333334,0.9733333333333334,0.0,0.8095238095238095,0.8333333333333334,0.023809523809523836,8,9
65,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6952380952380952,0.8857142857142857,0.19047619047619047,0.9333333333333333,0.9333333333333333,0.0,0.7619047619047619,0.9523809523809523,0.19047619047619047,32,10
66,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5905572755417956,0.6253869969040249,0.03482972136222928,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.6052631578947368,0.6842105263157895,0.07894736842105265,9,11
66,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6904761904761905,0.6552380952380952,-0.03523809523809529,1.0,0.8933333333333333,-0.10666666666666669,0.6904761904761905,0.7619047619047619,0.0714285714285714,7,12
66,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6904761904761905,0.7142857142857144,0.023809523809523947,1.0,1.0,0.0,0.6904761904761905,0.7142857142857143,0.023809523809523836,7,9
66,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7961904761904761,0.8914285714285715,0.09523809523809534,0.9866666666666667,0.9866666666666667,0.0,0.8095238095238095,0.9047619047619048,0.09523809523809523,31,30
67,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7484520123839009,0.5077399380804954,-0.24071207430340547,0.9852941176470589,0.8235294117647058,-0.16176470588235303,0.7631578947368421,0.6842105263157895,-0.07894736842105265,8,12
67,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6161904761904764,0.7238095238095239,0.1076190476190475,0.9733333333333334,0.8666666666666667,-0.10666666666666669,0.6428571428571429,0.8571428571428571,0.2142857142857142,9,11
67,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6161904761904764,0.74,0.12380952380952359,0.9733333333333334,0.9066666666666666,-0.06666666666666676,0.6428571428571429,0.8333333333333334,0.19047619047619047,9,6
67,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5657142857142858,0.7714285714285714,0.20571428571428552,0.9466666666666667,0.8666666666666667,-0.07999999999999996,0.6190476190476191,0.9047619047619048,0.2857142857142857,32,9
68,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6811145510835912,0.6749226006191951,-0.006191950464396134,0.9705882352941176,0.9117647058823529,-0.05882352941176472,0.7105263157894737,0.7631578947368421,0.052631578947368474,8,12
68,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6190476190476191,0.6523809523809523,0.033333333333333215,1.0,0.8666666666666667,-0.1333333333333333,0.6190476190476191,0.7857142857142857,0.16666666666666663,6,12
68,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6190476190476191,0.7695238095238095,0.15047619047619043,1.0,0.96,-0.040000000000000036,0.6190476190476191,0.8095238095238095,0.19047619047619047,6,7
68,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7114285714285715,0.8647619047619046,0.1533333333333331,0.9733333333333334,0.96,-0.01333333333333342,0.7380952380952381,0.9047619047619048,0.16666666666666663,31,11
69,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6021671826625385,0.7074303405572755,0.10526315789473695,0.9705882352941176,0.9705882352941176,0.0,0.631578947368421,0.7368421052631579,0.10526315789473684,6,12
69,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7142857142857144,0.7190476190476192,0.004761904761904745,1.0,0.9333333333333333,-0.06666666666666665,0.7142857142857143,0.7857142857142857,0.0714285714285714,8,11
69,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7142857142857144,0.7142857142857144,0.0,1.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.0,8,8
69,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7695238095238095,0.8780952380952383,0.10857142857142876,0.96,0.9733333333333334,0.01333333333333342,0.8095238095238095,0.9047619047619048,0.09523809523809523,31,30
70,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6168730650154799,0.6253869969040249,0.00851393188854499,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.631578947368421,0.6842105263157895,0.052631578947368474,6,12
70,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7219047619047618,0.6733333333333333,-0.04857142857142849,0.96,0.84,-0.12,0.7619047619047619,0.8333333333333334,0.07142857142857151,8,12
70,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7219047619047618,0.7933333333333334,0.07142857142857162,0.96,0.96,0.0,0.7619047619047619,0.8333333333333334,0.07142857142857151,8,9
70,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7352380952380952,0.8114285714285714,0.07619047619047614,0.9733333333333334,0.9066666666666666,-0.06666666666666676,0.7619047619047619,0.9047619047619048,0.1428571428571429,31,12
71,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5495356037151704,0.6803405572755419,0.13080495356037147,0.9705882352941176,0.8382352941176471,-0.13235294117647056,0.5789473684210527,0.8421052631578947,0.26315789473684204,8,9
71,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.558095238095238,0.6257142857142857,0.06761904761904769,0.9866666666666667,0.84,-0.14666666666666672,0.5714285714285714,0.7857142857142857,0.2142857142857143,7,12
71,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.558095238095238,0.6295238095238096,0.07142857142857162,0.9866666666666667,0.9866666666666667,0.0,0.5714285714285714,0.6428571428571429,0.07142857142857151,7,6
71,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7190476190476192,0.8323809523809524,0.11333333333333329,0.9333333333333333,0.88,-0.053333333333333344,0.7857142857142857,0.9523809523809523,0.16666666666666663,32,31
72,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5495356037151704,0.640092879256966,0.0905572755417956,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.5789473684210527,0.6842105263157895,0.10526315789473684,7,13
72,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.579047619047619,0.6476190476190475,0.0685714285714285,0.96,0.9333333333333333,-0.026666666666666616,0.6190476190476191,0.7142857142857143,0.09523809523809523,7,11
72,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.579047619047619,0.7619047619047619,0.18285714285714283,0.96,1.0,0.040000000000000036,0.6190476190476191,0.7619047619047619,0.1428571428571428,7,7
72,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6952380952380952,0.8333333333333335,0.13809523809523827,0.9333333333333333,1.0,0.06666666666666665,0.7619047619047619,0.8333333333333334,0.07142857142857151,32,24
73,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5054179566563468,0.6044891640866874,0.09907120743034059,0.9264705882352942,0.8676470588235294,-0.05882352941176472,0.5789473684210527,0.7368421052631579,0.1578947368421052,7,11
73,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6400000000000001,0.6104761904761906,-0.029523809523809508,0.9733333333333334,0.92,-0.053333333333333344,0.6666666666666666,0.6904761904761905,0.023809523809523836,8,11
73,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6400000000000001,0.7590476190476192,0.11904761904761907,0.9733333333333334,0.9733333333333334,0.0,0.6666666666666666,0.7857142857142857,0.11904761904761907,8,5
73,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6476190476190475,0.8780952380952383,0.23047619047619072,0.9333333333333333,0.9733333333333334,0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,9
74,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6578947368421053,0.7391640866873064,0.08126934984520107,1.0,0.8970588235294118,-0.1029411764705882,0.6578947368421053,0.8421052631578947,0.18421052631578938,10,8
74,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6638095238095238,0.5895238095238096,-0.07428571428571429,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.6904761904761905,0.6428571428571429,-0.04761904761904756,8,12
74,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6638095238095238,0.7247619047619049,0.06095238095238109,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6904761904761905,0.7380952380952381,0.04761904761904767,8,8
74,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6000000000000001,0.8409523809523809,0.2409523809523808,0.9333333333333333,0.96,0.026666666666666616,0.6666666666666666,0.8809523809523809,0.2142857142857143,32,29
75,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6431888544891642,0.5959752321981424,-0.04721362229102177,0.9852941176470589,0.9117647058823529,-0.07352941176470595,0.6578947368421053,0.6842105263157895,0.02631578947368418,8,11
75,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7485714285714287,0.6419047619047618,-0.10666666666666691,0.9866666666666667,0.88,-0.10666666666666669,0.7619047619047619,0.7619047619047619,0.0,10,10
75,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7485714285714287,0.8571428571428572,0.10857142857142854,0.9866666666666667,1.0,0.013333333333333308,0.7619047619047619,0.8571428571428571,0.09523809523809523,10,8
75,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.8171428571428572,0.8914285714285715,0.07428571428571429,0.96,0.9866666666666667,0.026666666666666727,0.8571428571428571,0.9047619047619048,0.04761904761904767,32,30
76,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6052631578947367,0.6896284829721364,0.08436532507739969,1.0,0.9264705882352942,-0.07352941176470584,0.6052631578947368,0.7631578947368421,0.1578947368421053,8,9
76,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6980952380952381,0.7847619047619048,0.08666666666666667,0.96,0.88,-0.07999999999999996,0.7380952380952381,0.9047619047619048,0.16666666666666663,7,9
76,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6980952380952381,0.6742857142857144,-0.023809523809523725,0.96,0.96,0.0,0.7380952380952381,0.7142857142857143,-0.023809523809523836,7,9
76,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.8200000000000001,0.8380952380952382,0.018095238095238164,0.9866666666666667,0.9333333333333333,-0.053333333333333344,0.8333333333333334,0.9047619047619048,0.0714285714285714,31,28
77,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5379256965944275,0.6021671826625385,0.06424148606811109,0.9852941176470589,0.9705882352941176,-0.014705882352941235,0.5526315789473685,0.631578947368421,0.07894736842105254,10,10
77,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6295238095238096,0.6342857142857143,0.004761904761904745,0.9866666666666667,0.92,-0.06666666666666665,0.6428571428571429,0.7142857142857143,0.0714285714285714,10,9
77,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6295238095238096,0.677142857142857,0.04761904761904745,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.6904761904761905,0.04761904761904756,10,6
77,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,29,30
